solID,rn,coef,xDecompAgg,xDecompPerc,xDecompMeanNon0,xDecompMeanNon0Perc,xDecompAggRF,xDecompPercRF,xDecompMeanNon0RF,xDecompMeanNon0PercRF,pos,spend_share_refresh,effect_share_refresh,mape,nrmse,decomp.rssd,rsq_train,lambda,iterPar,iterNG,df.int,trial,iterations,robynPareto,total_spend,mean_spend,spend_share,effect_share,roi_mean,roi_total,cpa_total,mean_response,next_unit_response
3_241_4,trend,0.228271534895372,63433577.2112842,0.384163434682231,689495.404470481,0.220104141509094,63433577.2112842,0.384163434682231,689495.404470481,0.220104141509094,TRUE,,,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,,,,,,,,,
3_241_4,tv_S,349346.515670897,5958610.75904161,0.036086257085951,64767.5082504523,0.0206754050987432,5958610.75904161,0.036086257085951,64767.5082504523,0.0206754050987432,TRUE,0.311135800761756,0.319730998224067,0,0.0575250218624987,0.0527775741295811,0.935845877123611,266561.544311441,4,241,0,3,1444,1,10247935.1,256198.3775,0.311135800761756,0.319730998224067,0.521578875882271,0.581445013156027,1.71985308562902,133627.661739312,0.69362853615894
3_242_2,(Intercept),0,0,0,0,0,0,0,0,0,TRUE,,,0,0.0561067700329195,0.114010026917075,0.938970259608979,266561.544311441,2,242,0,3,1448,1,,,,,,,,,
3_242_2,competitor_sales_B,0.153075413827401,74925036.6107727,0.453808040972415,814402.571856226,0.25877863262525,74925036.6107727,0.453808040972415,814402.571856226,0.25877863262525,TRUE,,,0,0.0561067700329195,0.114010026917075,0.938970259608979,266561.544311441,2,242,0,3,1448,1,,,,,,,,,
3_242_2,events,0.928477864710343,1134378.42424056,0.00687073471982753,1134378.42424056,0.360451830150142,1134378.42424056,0.00687073471982753,1134378.42424056,0.360451830150142,TRUE,,,0,0.0561067700329195,0.114010026917075,0.938970259608979,266561.544311441,2,242,0,3,1448,1,,,,,,,,,
3_242_2,facebook_I,90803.5004038632,2078915.09252029,0.0125916306238945,22596.9031795684,0.00718022745562524,2078915.09252029,0.0125916306238945,22596.9031795684,0.00718022745562524,TRUE,0.181827675117088,0.103316471004578,0,0.0561067700329195,0.114010026917075,0.938970259608979,266561.544311441,2,242,0,3,1448,1,5988890.41190929,136111.145725211,0.181827675117088,0.103316471004578,0.245337128432751,0.347128591364143,2.88077682126445,33393.1176399151,0.000218274624785408
3_242_2,holiday,0.985293224184,4463569.38806649,0.027035070937178,278973.086754156,0.0886444572061476,4463569.38806649,0.027035070937178,278973.086754156,0.0886444572061476,TRUE,,,0,0.0561067700329195,0.114010026917075,0.938970259608979,266561.544311441,2,242,0,3,1448,1,,,,,,,,,
3_242_2,newsletter,457426.936656757,3530356.44601793,0.0213827608923902,38373.4396306296,0.0121932648298353,3530356.44601793,0.0213827608923902,38373.4396306296,0.0121932648298353,TRUE,,,0,0.0561067700329195,0.114010026917075,0.938970259608979,266561.544311441,2,242,0,3,1448,1,,,,,,,,,
3_242_2,ooh_S,234536.495387019,7139124.68196012,0.0432404484899821,77599.1813256535,0.0246573509591477,7139124.68196012,0.0432404484899821,77599.1813256535,0.0246573509591477,TRUE,0.310911157955088,0.354795234714282,0,0.0561067700329195,0.114010026917075,0.938970259608979,266561.544311441,2,242,0,3,1448,1,10240536,262577.846153846,0.310911157955088,0.354795234714282,0.402203798363092,0.69714365360955,1.43442459071724,105609.807089077,0.111177016195143
3_242_2,print_S,235934.414790674,3036232.40128217,0.0183899366659065,33002.5261008932,0.0104866424452746,3036232.40128217,0.0183899366659065,33002.5261008932,0.0104866424452746,TRUE,0.0848043521333921,0.150892558324706,0,0.0561067700329195,0.114010026917075,0.938970259608979,266561.544311441,2,242,0,3,1448,1,2793216,77589.3333333333,0.0848043521333921,0.150892558324706,1.14655567769419,1.08700236619086,0.919961198892565,88960.4906618401,1.99569958681241
